id,nombre,fecha_ingreso,edad,sexo,fecha_retiro,cargo
32710,Trabajador_32710,2022-10-20,35,F,2025-06-28,Director
32711,Trabajador_32711,2024-09-13,35,F,,Gerente
32712,Trabajador_32712,2022-02-17,36,F,2022-10-09,Consultor
32713,Trabajador_32713,2023-04-14,64,M,2023-10-04,Consultor
32714,Trabajador_32714,2023-05-15,29,F,2024-09-27,Coordinador
32715,Trabajador_32715,2025-06-12,51,M,,Ingeniero
32716,Trabajador_32716,2024-12-23,22,M,2025-11-23,Consultor
32717,Trabajador_32717,2023-06-21,29,M,2025-05-29,Ingeniero
32718,Trabajador_32718,2025-05-05,39,M,,Consultor
32719,Trabajador_32719,2024-11-12,27,F,,Auxiliar
32720,Trabajador_32720,2025-05-01,60,F,2025-11-14,Coordinador
32721,Trabajador_32721,2025-02-12,32,F,,Coordinador
32722,Trabajador_32722,2023-02-16,30,M,2024-12-21,Coordinador
32723,Trabajador_32723,2024-04-15,63,F,2025-08-02,Ingeniero
32724,Trabajador_32724,2024-12-27,64,M,,Coordinador
32725,Trabajador_32725,2021-02-12,51,F,2022-11-12,Director
32726,Trabajador_32726,2021-01-12,45,M,2024-12-02,Coordinador
32727,Trabajador_32727,2025-03-28,36,M,2025-11-26,Analista
32728,Trabajador_32728,2023-01-08,55,F,,Director
32729,Trabajador_32729,2025-07-21,34,M,,Ingeniero
32730,Trabajador_32730,2021-09-19,41,M,,Auxiliar
32731,Trabajador_32731,2022-02-24,32,F,2025-08-05,Analista
32732,Trabajador_32732,2024-11-21,65,M,,Coordinador
32733,Trabajador_32733,2023-01-12,45,M,2023-12-15,Ingeniero
32734,Trabajador_32734,2023-01-03,46,M,2024-01-25,Consultor
32735,Trabajador_32735,2023-12-13,45,M,,Gerente
32736,Trabajador_32736,2024-05-16,24,M,2025-10-08,Analista
32737,Trabajador_32737,2023-12-15,25,M,,Director
32738,Trabajador_32738,2025-07-16,44,F,,Gerente
32739,Trabajador_32739,2022-05-08,43,F,2025-09-18,Ingeniero
32740,Trabajador_32740,2023-08-16,27,F,2023-09-16,Ingeniero
32741,Trabajador_32741,2025-01-17,52,M,,Consultor
32742,Trabajador_32742,2025-02-02,19,M,,Director
32743,Trabajador_32743,2024-07-25,43,M,,Consultor
32744,Trabajador_32744,2023-06-12,49,M,,Auxiliar
32745,Trabajador_32745,2021-04-07,41,F,2024-11-15,Director
32746,Trabajador_32746,2023-10-01,25,M,,Coordinador
32747,Trabajador_32747,2023-01-18,65,F,2025-11-05,Ingeniero
32748,Trabajador_32748,2025-09-10,20,F,,Coordinador
32749,Trabajador_32749,2024-10-15,45,F,,Director
32750,Trabajador_32750,2023-01-09,48,F,2025-12-15,Ingeniero
32751,Trabajador_32751,2020-04-07,34,F,2021-05-08,Analista
32752,Trabajador_32752,2023-12-10,61,M,,Gerente
32753,Trabajador_32753,2021-06-10,40,M,2023-12-21,Auxiliar
32754,Trabajador_32754,2024-05-21,19,M,,Consultor
32755,Trabajador_32755,2021-03-28,48,F,2022-04-25,Analista
32756,Trabajador_32756,2023-09-10,33,F,,Analista
32757,Trabajador_32757,2025-11-28,21,F,,Ingeniero
32758,Trabajador_32758,2024-03-25,23,M,,Consultor
32759,Trabajador_32759,2022-07-23,56,F,2024-10-23,Analista
32760,Trabajador_32760,2024-04-14,48,F,,Auxiliar
32761,Trabajador_32761,2024-10-26,39,M,2025-03-24,Coordinador
32762,Trabajador_32762,2025-02-17,40,F,,Analista
32763,Trabajador_32763,2024-05-06,39,F,,Auxiliar
32764,Trabajador_32764,2023-07-04,33,F,,Coordinador
32765,Trabajador_32765,2023-09-12,32,F,2025-02-15,Ingeniero
32766,Trabajador_32766,2023-11-23,43,F,,Auxiliar
32767,Trabajador_32767,2022-08-25,56,F,,Coordinador
32768,Trabajador_32768,2024-06-11,51,M,,Coordinador
32769,Trabajador_32769,2020-01-17,53,F,2022-09-24,Analista
32770,Trabajador_32770,2022-08-14,41,M,2024-10-10,Gerente
32771,Trabajador_32771,2022-08-13,34,F,2023-04-30,Gerente
32772,Trabajador_32772,2023-06-15,31,F,2025-03-01,Gerente
32773,Trabajador_32773,2024-05-02,58,M,,Director
32774,Trabajador_32774,2022-11-18,46,M,,Director
32775,Trabajador_32775,2024-01-11,55,M,2024-06-02,Coordinador
32776,Trabajador_32776,2022-12-05,50,M,2024-02-13,Director
32777,Trabajador_32777,2024-03-16,63,F,2024-12-21,Consultor
32778,Trabajador_32778,2024-11-05,55,F,,Consultor
32779,Trabajador_32779,2023-03-08,63,M,,Consultor
32780,Trabajador_32780,2022-09-05,58,F,,Consultor
32781,Trabajador_32781,2024-03-09,42,M,,Director
32782,Trabajador_32782,2021-03-27,42,M,2025-05-03,Gerente
32783,Trabajador_32783,2023-06-21,26,M,2024-05-01,Auxiliar
32784,Trabajador_32784,2025-09-14,31,M,,Ingeniero
32785,Trabajador_32785,2023-09-12,35,F,2024-03-09,Auxiliar
32786,Trabajador_32786,2025-09-07,49,M,2025-12-22,Gerente
32787,Trabajador_32787,2023-06-01,57,M,,Consultor
32788,Trabajador_32788,2022-03-02,57,M,,Gerente
32789,Trabajador_32789,2024-07-26,24,M,,Ingeniero
32790,Trabajador_32790,2025-06-24,42,M,2025-10-22,Coordinador
32791,Trabajador_32791,2025-01-07,31,F,,Director
32792,Trabajador_32792,2024-03-05,56,F,2025-12-19,Gerente
32793,Trabajador_32793,2025-05-01,55,M,,Consultor
32794,Trabajador_32794,2025-02-21,47,F,,Director
32795,Trabajador_32795,2020-06-23,32,F,2024-06-10,Director
32796,Trabajador_32796,2023-09-14,31,M,,Analista
32797,Trabajador_32797,2023-08-16,55,M,2023-12-09,Auxiliar
32798,Trabajador_32798,2023-07-24,37,M,2025-12-28,Analista
32799,Trabajador_32799,2024-04-07,24,F,2024-08-25,Coordinador
32800,Trabajador_32800,2021-07-11,19,F,2022-05-15,Auxiliar
32801,Trabajador_32801,2021-07-07,43,M,2023-04-15,Auxiliar
32802,Trabajador_32802,2024-09-18,64,F,,Analista
32803,Trabajador_32803,2024-06-06,53,F,,Ingeniero
32804,Trabajador_32804,2025-03-17,64,F,,Gerente
32805,Trabajador_32805,2023-03-09,28,M,,Ingeniero
32806,Trabajador_32806,2021-11-06,49,F,2022-12-15,Analista
32807,Trabajador_32807,2022-11-26,39,M,2025-09-23,Ingeniero
32808,Trabajador_32808,2024-03-28,54,M,,Gerente
32809,Trabajador_32809,2021-08-23,51,M,,Consultor
32810,Trabajador_32810,2022-06-09,54,F,,Gerente
32811,Trabajador_32811,2021-07-09,61,M,2023-07-23,Ingeniero
32812,Trabajador_32812,2023-09-20,47,F,,Director
32813,Trabajador_32813,2024-12-09,54,M,,Consultor
32814,Trabajador_32814,2022-03-26,23,F,2024-03-07,Director
32815,Trabajador_32815,2024-09-16,42,M,2025-09-12,Coordinador
32816,Trabajador_32816,2023-01-01,60,M,2024-05-31,Consultor
32817,Trabajador_32817,2023-11-09,37,F,,Auxiliar
32818,Trabajador_32818,2024-12-23,56,M,,Coordinador
32819,Trabajador_32819,2023-04-10,40,M,2024-07-02,Gerente
32820,Trabajador_32820,2023-11-03,41,M,,Auxiliar
32821,Trabajador_32821,2024-04-20,47,M,2025-02-12,Auxiliar
32822,Trabajador_32822,2020-10-11,29,F,2024-10-21,Coordinador
32823,Trabajador_32823,2024-09-21,30,M,,Gerente
32824,Trabajador_32824,2022-08-06,30,M,2024-10-02,Gerente
32825,Trabajador_32825,2025-03-22,56,F,,Gerente
32826,Trabajador_32826,2022-07-16,42,M,2024-01-03,Consultor
32827,Trabajador_32827,2023-11-15,37,M,2025-11-04,Auxiliar
32828,Trabajador_32828,2025-04-24,46,F,,Consultor
32829,Trabajador_32829,2020-10-01,49,F,2022-03-15,Consultor
32830,Trabajador_32830,2025-07-22,39,M,,Analista
32831,Trabajador_32831,2025-07-28,35,F,,Director
32832,Trabajador_32832,2025-07-16,18,M,2025-12-09,Consultor
32833,Trabajador_32833,2024-06-27,51,F,,Ingeniero
32834,Trabajador_32834,2024-02-12,25,M,2024-09-10,Director
32835,Trabajador_32835,2023-03-09,21,F,2024-12-25,Auxiliar
32836,Trabajador_32836,2025-02-03,20,F,,Director
32837,Trabajador_32837,2021-12-23,32,F,2023-10-14,Consultor
32838,Trabajador_32838,2022-02-17,32,F,2023-08-17,Auxiliar
32839,Trabajador_32839,2025-05-11,62,M,,Consultor
32840,Trabajador_32840,2024-01-21,43,M,,Director
32841,Trabajador_32841,2023-10-16,60,F,,Analista
32842,Trabajador_32842,2024-12-02,22,F,2025-08-22,Gerente
32843,Trabajador_32843,2024-12-07,48,F,2025-04-16,Coordinador
32844,Trabajador_32844,2025-11-22,49,F,,Coordinador
32845,Trabajador_32845,2022-09-15,64,F,2024-08-06,Analista
32846,Trabajador_32846,2022-12-20,27,M,2023-09-24,Coordinador
32847,Trabajador_32847,2025-02-11,44,M,,Gerente
32848,Trabajador_32848,2024-08-24,48,F,2024-09-25,Consultor
32849,Trabajador_32849,2024-08-08,31,F,2025-05-05,Analista
32850,Trabajador_32850,2024-09-24,42,F,,Director
32851,Trabajador_32851,2022-09-21,54,M,,Consultor
32852,Trabajador_32852,2025-04-28,18,M,,Auxiliar
32853,Trabajador_32853,2023-11-13,58,M,,Coordinador
32854,Trabajador_32854,2024-02-03,51,M,2025-04-02,Director
32855,Trabajador_32855,2025-12-28,59,M,,Coordinador
32856,Trabajador_32856,2025-12-08,36,M,,Director
32857,Trabajador_32857,2022-06-13,25,M,,Director
32858,Trabajador_32858,2025-03-06,64,F,,Analista
32859,Trabajador_32859,2024-03-27,47,F,2024-06-04,Coordinador
32860,Trabajador_32860,2025-05-03,64,F,,Ingeniero
32861,Trabajador_32861,2025-05-18,40,F,,Gerente
32862,Trabajador_32862,2024-04-02,59,M,2025-09-06,Analista
32863,Trabajador_32863,2023-07-23,38,M,2023-10-08,Auxiliar
32864,Trabajador_32864,2025-03-20,25,M,,Director
32865,Trabajador_32865,2023-12-04,28,M,,Analista
32866,Trabajador_32866,2025-07-07,40,M,,Consultor
32867,Trabajador_32867,2025-05-22,59,F,,Auxiliar
32868,Trabajador_32868,2024-07-22,52,F,,Consultor
32869,Trabajador_32869,2024-05-21,28,F,2025-02-17,Ingeniero
32870,Trabajador_32870,2024-04-11,48,F,2025-07-22,Analista
32871,Trabajador_32871,2023-02-09,34,M,2024-08-21,Analista
32872,Trabajador_32872,2022-03-12,45,F,,Coordinador
32873,Trabajador_32873,2025-09-21,62,F,,Gerente
32874,Trabajador_32874,2024-09-20,18,F,,Gerente
32875,Trabajador_32875,2022-11-02,57,F,2024-03-15,Director
32876,Trabajador_32876,2024-12-09,61,F,,Consultor
32877,Trabajador_32877,2025-07-25,23,F,,Gerente
32878,Trabajador_32878,2025-01-25,30,F,2025-10-31,Gerente
32879,Trabajador_32879,2021-07-03,58,F,,Director
32880,Trabajador_32880,2024-08-28,53,M,2025-02-10,Director
32881,Trabajador_32881,2023-12-02,52,F,,Director
32882,Trabajador_32882,2021-03-10,32,M,2023-05-12,Consultor
32883,Trabajador_32883,2024-07-19,45,M,,Gerente
32884,Trabajador_32884,2023-03-06,20,M,2023-12-30,Ingeniero
32885,Trabajador_32885,2025-02-23,47,F,,Director
32886,Trabajador_32886,2023-02-07,55,M,2024-05-23,Coordinador
32887,Trabajador_32887,2023-09-24,30,F,2024-05-18,Coordinador
32888,Trabajador_32888,2023-05-01,38,F,2025-08-20,Ingeniero
32889,Trabajador_32889,2025-10-12,64,F,,Gerente
32890,Trabajador_32890,2021-05-07,25,M,2022-06-08,Auxiliar
32891,Trabajador_32891,2024-01-22,40,M,2025-07-06,Consultor
32892,Trabajador_32892,2025-08-09,56,M,,Director
32893,Trabajador_32893,2023-07-28,25,M,2025-04-08,Coordinador
32894,Trabajador_32894,2024-02-07,50,F,,Auxiliar
32895,Trabajador_32895,2025-10-19,41,M,,Coordinador
32896,Trabajador_32896,2023-03-21,63,F,2024-11-06,Auxiliar
32897,Trabajador_32897,2024-02-08,50,M,,Auxiliar
32898,Trabajador_32898,2023-09-24,28,M,2024-11-19,Analista
32899,Trabajador_32899,2024-06-01,27,M,2024-10-02,Gerente
32900,Trabajador_32900,2024-06-24,40,F,,Director
32901,Trabajador_32901,2021-05-28,41,F,,Director
32902,Trabajador_32902,2024-05-26,23,M,,Consultor
32903,Trabajador_32903,2020-09-04,48,M,2022-08-26,Ingeniero
32904,Trabajador_32904,2020-05-27,18,F,2022-09-26,Ingeniero
32905,Trabajador_32905,2024-02-27,59,M,,Gerente
32906,Trabajador_32906,2023-04-10,37,M,,Gerente
32907,Trabajador_32907,2024-07-03,18,M,,Coordinador
32908,Trabajador_32908,2024-04-08,23,F,2025-09-22,Gerente
32909,Trabajador_32909,2022-04-08,63,M,2022-06-18,Analista
32910,Trabajador_32910,2023-05-03,23,M,,Analista
32911,Trabajador_32911,2023-01-04,19,F,2025-12-28,Auxiliar
32912,Trabajador_32912,2025-09-17,29,F,,Analista
32913,Trabajador_32913,2025-07-11,42,F,,Auxiliar
32914,Trabajador_32914,2023-06-17,23,M,2024-10-25,Analista
32915,Trabajador_32915,2022-03-16,46,M,2022-05-04,Consultor
32916,Trabajador_32916,2023-02-05,60,M,2024-10-10,Analista
32917,Trabajador_32917,2024-05-03,19,F,,Analista
32918,Trabajador_32918,2024-05-20,34,F,,Ingeniero
32919,Trabajador_32919,2024-11-11,52,M,,Director
32920,Trabajador_32920,2025-03-24,28,F,,Analista
32921,Trabajador_32921,2022-11-27,54,M,2025-07-30,Coordinador
32922,Trabajador_32922,2025-08-03,25,M,,Analista
32923,Trabajador_32923,2024-11-02,32,F,,Auxiliar
32924,Trabajador_32924,2024-06-04,31,M,2025-03-30,Director
32925,Trabajador_32925,2023-06-03,26,F,2025-10-14,Consultor
32926,Trabajador_32926,2022-05-05,52,F,2024-01-30,Auxiliar
32927,Trabajador_32927,2024-01-02,49,F,2025-09-01,Gerente
32928,Trabajador_32928,2025-08-03,48,F,,Auxiliar
32929,Trabajador_32929,2024-10-13,64,F,,Coordinador
32930,Trabajador_32930,2024-02-12,51,F,,Analista
32931,Trabajador_32931,2021-10-28,62,F,2023-09-17,Coordinador
32932,Trabajador_32932,2022-09-03,61,F,2024-10-09,Gerente
32933,Trabajador_32933,2025-06-07,54,F,,Analista
32934,Trabajador_32934,2024-03-12,44,M,,Gerente
32935,Trabajador_32935,2020-03-06,21,F,2022-07-18,Director
32936,Trabajador_32936,2023-03-27,33,F,,Director
32937,Trabajador_32937,2025-11-25,46,M,,Director
32938,Trabajador_32938,2024-07-28,31,F,,Consultor
32939,Trabajador_32939,2024-06-01,35,M,,Ingeniero
32940,Trabajador_32940,2022-12-23,27,M,2023-01-24,Ingeniero
32941,Trabajador_32941,2024-04-11,63,F,,Consultor
32942,Trabajador_32942,2025-05-11,28,M,2025-12-11,Analista
32943,Trabajador_32943,2024-06-13,29,M,,Consultor
32944,Trabajador_32944,2025-01-28,29,M,,Auxiliar
32945,Trabajador_32945,2024-05-04,37,M,,Ingeniero
32946,Trabajador_32946,2022-04-27,27,F,2023-12-27,Ingeniero
32947,Trabajador_32947,2022-03-16,18,M,,Gerente
32948,Trabajador_32948,2022-06-03,23,M,2023-10-02,Gerente
32949,Trabajador_32949,2024-08-20,34,F,2024-10-03,Coordinador
32950,Trabajador_32950,2021-05-06,35,F,2024-01-06,Consultor
32951,Trabajador_32951,2025-06-02,40,M,,Gerente
32952,Trabajador_32952,2025-08-07,21,F,,Consultor
32953,Trabajador_32953,2021-09-04,53,F,2024-10-30,Gerente
32954,Trabajador_32954,2024-10-09,27,F,2025-05-01,Ingeniero
32955,Trabajador_32955,2025-07-23,45,F,,Auxiliar
32956,Trabajador_32956,2023-10-24,20,M,2025-11-03,Gerente
32957,Trabajador_32957,2024-02-06,55,M,2024-04-19,Analista
32958,Trabajador_32958,2022-02-14,40,F,2024-01-20,Auxiliar
32959,Trabajador_32959,2022-01-07,21,M,2024-05-01,Director
32960,Trabajador_32960,2024-05-06,55,F,2024-07-09,Consultor
32961,Trabajador_32961,2024-10-19,58,M,,Consultor
32962,Trabajador_32962,2023-01-16,29,F,2023-10-17,Coordinador
32963,Trabajador_32963,2025-12-18,62,M,,Director
32964,Trabajador_32964,2025-04-08,58,F,,Ingeniero
32965,Trabajador_32965,2021-12-25,49,M,2022-01-29,Coordinador
32966,Trabajador_32966,2023-04-22,60,F,2025-01-02,Analista
32967,Trabajador_32967,2023-12-07,58,F,,Ingeniero
32968,Trabajador_32968,2024-12-24,50,M,,Consultor
32969,Trabajador_32969,2024-11-28,31,M,2025-06-09,Analista
32970,Trabajador_32970,2023-01-03,38,F,,Coordinador
32971,Trabajador_32971,2025-02-03,37,F,,Coordinador
32972,Trabajador_32972,2024-10-14,30,F,,Gerente
32973,Trabajador_32973,2024-02-20,27,F,,Auxiliar
32974,Trabajador_32974,2025-11-10,57,F,,Director
32975,Trabajador_32975,2020-02-06,49,F,2021-12-09,Coordinador
32976,Trabajador_32976,2021-03-19,43,M,2023-10-12,Director
32977,Trabajador_32977,2023-08-22,25,M,2025-09-23,Auxiliar
32978,Trabajador_32978,2023-08-16,52,M,2024-03-28,Auxiliar
32979,Trabajador_32979,2025-08-25,58,M,,Consultor
32980,Trabajador_32980,2024-01-15,62,F,2025-11-28,Consultor
32981,Trabajador_32981,2024-08-16,38,F,,Director
32982,Trabajador_32982,2021-04-06,64,M,2023-07-23,Director
32983,Trabajador_32983,2020-05-19,37,F,2022-07-03,Director
32984,Trabajador_32984,2025-01-25,48,F,,Gerente
32985,Trabajador_32985,2023-05-12,30,F,,Coordinador
32986,Trabajador_32986,2025-01-19,45,M,,Director
32987,Trabajador_32987,2024-08-11,53,M,,Gerente
32988,Trabajador_32988,2023-02-13,54,F,2023-08-01,Gerente
32989,Trabajador_32989,2023-06-24,35,F,2023-12-06,Coordinador
32990,Trabajador_32990,2021-09-22,56,M,2025-01-19,Coordinador
32991,Trabajador_32991,2022-06-23,22,F,2022-08-26,Coordinador
32992,Trabajador_32992,2025-07-18,57,M,,Analista
32993,Trabajador_32993,2022-09-10,36,F,,Auxiliar
32994,Trabajador_32994,2021-04-11,56,M,2022-03-30,Ingeniero
32995,Trabajador_32995,2024-01-24,25,F,,Coordinador
32996,Trabajador_32996,2024-02-20,32,M,,Ingeniero
32997,Trabajador_32997,2021-11-11,37,F,2022-08-31,Gerente
32998,Trabajador_32998,2025-04-04,61,F,,Ingeniero
32999,Trabajador_32999,2023-09-15,24,F,,Consultor
33000,Trabajador_33000,2025-08-06,34,M,,Ingeniero
33001,Trabajador_33001,2021-08-05,49,F,2023-05-21,Auxiliar
33002,Trabajador_33002,2024-04-27,34,F,,Consultor
33003,Trabajador_33003,2025-04-03,40,F,2025-06-05,Coordinador
33004,Trabajador_33004,2024-02-11,20,F,,Ingeniero
33005,Trabajador_33005,2025-10-01,42,F,,Director
33006,Trabajador_33006,2022-06-20,20,F,2025-08-13,Ingeniero
33007,Trabajador_33007,2024-03-01,65,M,2024-08-09,Auxiliar
33008,Trabajador_33008,2024-11-03,31,M,,Ingeniero
33009,Trabajador_33009,2024-12-18,57,F,,Director
33010,Trabajador_33010,2024-09-10,38,M,,Coordinador
33011,Trabajador_33011,2025-09-01,30,F,,Coordinador
33012,Trabajador_33012,2023-12-22,21,M,,Consultor
33013,Trabajador_33013,2023-08-16,37,F,,Auxiliar
33014,Trabajador_33014,2023-03-18,52,F,2023-12-23,Director
33015,Trabajador_33015,2025-03-03,60,M,,Gerente
33016,Trabajador_33016,2024-09-13,58,M,,Consultor
33017,Trabajador_33017,2023-02-05,59,F,2024-12-04,Analista
33018,Trabajador_33018,2023-06-03,19,M,2024-11-23,Consultor
33019,Trabajador_33019,2021-09-28,38,F,2021-12-02,Ingeniero
33020,Trabajador_33020,2022-11-02,54,F,,Analista
33021,Trabajador_33021,2024-06-10,44,F,,Director
33022,Trabajador_33022,2020-01-12,24,M,,Analista
33023,Trabajador_33023,2025-09-12,40,M,,Director
33024,Trabajador_33024,2021-03-05,32,F,,Consultor
33025,Trabajador_33025,2021-03-04,57,M,2023-03-19,Auxiliar
33026,Trabajador_33026,2023-08-07,34,M,,Coordinador
33027,Trabajador_33027,2022-08-24,51,M,,Analista
33028,Trabajador_33028,2020-12-20,51,F,2024-10-20,Auxiliar
33029,Trabajador_33029,2020-12-13,18,M,,Gerente
33030,Trabajador_33030,2025-05-16,24,M,,Coordinador
33031,Trabajador_33031,2024-01-14,55,M,2024-04-23,Ingeniero
33032,Trabajador_33032,2025-07-10,34,M,,Consultor
33033,Trabajador_33033,2022-09-25,25,M,2024-04-28,Analista
33034,Trabajador_33034,2024-03-21,33,F,,Consultor
33035,Trabajador_33035,2021-09-15,30,F,,Gerente
33036,Trabajador_33036,2025-06-06,28,F,,Ingeniero
33037,Trabajador_33037,2025-04-09,62,M,,Auxiliar
33038,Trabajador_33038,2024-12-22,44,M,2025-04-06,Analista
33039,Trabajador_33039,2025-02-07,18,F,,Coordinador
33040,Trabajador_33040,2023-07-01,63,F,,Analista
33041,Trabajador_33041,2022-09-25,51,M,,Director
33042,Trabajador_33042,2025-05-04,54,M,2025-10-27,Director
33043,Trabajador_33043,2024-09-16,62,M,,Auxiliar
33044,Trabajador_33044,2021-06-20,23,M,2025-04-21,Analista
33045,Trabajador_33045,2025-04-22,28,F,,Coordinador
33046,Trabajador_33046,2024-09-20,43,M,,Gerente
33047,Trabajador_33047,2024-08-08,23,F,,Analista
33048,Trabajador_33048,2025-08-07,57,F,,Director
33049,Trabajador_33049,2024-04-02,63,M,,Director
33050,Trabajador_33050,2023-05-04,41,M,2025-06-18,Auxiliar
33051,Trabajador_33051,2024-06-12,63,F,,Auxiliar
33052,Trabajador_33052,2024-11-18,46,M,,Auxiliar
33053,Trabajador_33053,2022-01-20,52,M,2022-08-26,Analista
33054,Trabajador_33054,2021-04-04,33,M,2024-12-02,Auxiliar
33055,Trabajador_33055,2022-01-10,21,F,2023-07-26,Ingeniero
33056,Trabajador_33056,2021-01-04,19,F,2021-03-03,Director
33057,Trabajador_33057,2023-03-24,18,M,,Coordinador
33058,Trabajador_33058,2021-05-10,57,M,2025-01-12,Auxiliar
33059,Trabajador_33059,2023-09-13,52,F,,Director
33060,Trabajador_33060,2023-04-28,38,F,2023-08-29,Coordinador
33061,Trabajador_33061,2024-12-09,43,F,2025-07-30,Analista
33062,Trabajador_33062,2023-09-08,24,F,2024-08-26,Coordinador
33063,Trabajador_33063,2020-05-02,26,F,2020-07-07,Consultor
33064,Trabajador_33064,2024-02-15,19,M,2024-07-11,Auxiliar
33065,Trabajador_33065,2024-09-04,44,M,,Gerente
33066,Trabajador_33066,2021-01-27,38,M,2022-11-16,Analista
33067,Trabajador_33067,2023-10-02,20,M,,Ingeniero
33068,Trabajador_33068,2023-09-21,51,M,2025-12-02,Gerente
33069,Trabajador_33069,2023-12-09,56,F,,Analista
33070,Trabajador_33070,2024-03-09,53,M,2025-05-11,Auxiliar
33071,Trabajador_33071,2024-10-07,32,F,,Director
33072,Trabajador_33072,2025-08-21,23,F,,Gerente
33073,Trabajador_33073,2023-09-03,30,F,2025-07-22,Analista
33074,Trabajador_33074,2024-08-15,51,M,,Gerente
33075,Trabajador_33075,2023-08-04,42,F,,Analista
33076,Trabajador_33076,2025-01-27,24,M,,Consultor
33077,Trabajador_33077,2025-09-18,45,M,,Ingeniero
33078,Trabajador_33078,2023-08-03,25,F,2024-03-28,Gerente
33079,Trabajador_33079,2023-02-26,32,M,2023-08-16,Consultor
33080,Trabajador_33080,2025-12-28,27,F,,Gerente
33081,Trabajador_33081,2024-05-26,55,F,,Consultor
33082,Trabajador_33082,2024-10-24,38,F,,Director
33083,Trabajador_33083,2024-12-08,24,M,2025-09-05,Consultor
33084,Trabajador_33084,2023-12-09,34,F,2025-02-13,Ingeniero
33085,Trabajador_33085,2024-04-09,33,F,,Consultor
33086,Trabajador_33086,2025-04-07,31,M,,Analista
33087,Trabajador_33087,2023-04-08,29,F,2025-12-13,Analista
33088,Trabajador_33088,2024-12-21,18,F,,Auxiliar
33089,Trabajador_33089,2020-01-10,65,M,2020-07-28,Ingeniero
33090,Trabajador_33090,2025-03-11,29,M,,Auxiliar
33091,Trabajador_33091,2023-02-12,39,M,2025-09-04,Auxiliar
33092,Trabajador_33092,2024-11-28,65,M,,Consultor
33093,Trabajador_33093,2023-07-20,48,M,,Director
33094,Trabajador_33094,2020-11-24,65,M,2024-09-30,Coordinador
33095,Trabajador_33095,2023-04-27,22,F,,Ingeniero
33096,Trabajador_33096,2024-03-21,65,M,,Gerente
33097,Trabajador_33097,2024-03-12,22,M,,Gerente
33098,Trabajador_33098,2025-10-23,36,M,,Consultor
33099,Trabajador_33099,2022-03-04,25,F,2022-10-11,Ingeniero
33100,Trabajador_33100,2021-06-04,34,F,2022-06-20,Analista
33101,Trabajador_33101,2021-07-04,29,F,2022-05-20,Auxiliar
33102,Trabajador_33102,2024-03-11,34,F,,Coordinador
33103,Trabajador_33103,2023-03-23,24,F,,Ingeniero
33104,Trabajador_33104,2024-11-03,60,M,,Analista
33105,Trabajador_33105,2024-02-11,21,M,,Analista
33106,Trabajador_33106,2022-11-15,44,F,,Consultor
33107,Trabajador_33107,2024-03-27,29,M,,Ingeniero
33108,Trabajador_33108,2024-07-27,37,M,2024-09-30,Director
33109,Trabajador_33109,2024-02-05,32,F,,Analista
33110,Trabajador_33110,2021-12-05,50,F,2024-01-03,Analista
33111,Trabajador_33111,2025-09-20,53,F,,Consultor
33112,Trabajador_33112,2022-09-10,24,F,2025-05-26,Auxiliar
33113,Trabajador_33113,2025-04-24,21,M,,Coordinador
33114,Trabajador_33114,2021-02-13,30,M,2023-10-15,Auxiliar
33115,Trabajador_33115,2023-12-10,58,F,,Auxiliar
33116,Trabajador_33116,2025-02-24,57,F,2025-03-28,Gerente
33117,Trabajador_33117,2023-02-14,51,M,2025-01-17,Coordinador
33118,Trabajador_33118,2022-04-11,44,F,,Director
33119,Trabajador_33119,2025-12-28,52,F,,Auxiliar
33120,Trabajador_33120,2023-09-18,58,F,,Ingeniero
33121,Trabajador_33121,2024-01-17,34,M,,Ingeniero
33122,Trabajador_33122,2021-04-15,21,M,2025-01-11,Ingeniero
33123,Trabajador_33123,2024-08-22,54,M,,Ingeniero
33124,Trabajador_33124,2024-01-01,41,F,2025-06-17,Coordinador
33125,Trabajador_33125,2025-07-24,41,F,,Director
33126,Trabajador_33126,2022-04-28,44,M,2024-01-06,Auxiliar
33127,Trabajador_33127,2024-12-02,24,F,,Gerente
33128,Trabajador_33128,2020-02-05,25,M,2023-04-12,Consultor
33129,Trabajador_33129,2023-11-06,58,F,,Coordinador
33130,Trabajador_33130,2022-09-07,21,M,2023-07-30,Consultor
33131,Trabajador_33131,2025-02-06,43,M,,Director
33132,Trabajador_33132,2025-09-20,23,F,,Coordinador
33133,Trabajador_33133,2024-02-20,20,M,,Coordinador
33134,Trabajador_33134,2021-04-09,29,F,2024-08-25,Coordinador
33135,Trabajador_33135,2022-11-25,41,M,2025-05-29,Gerente
33136,Trabajador_33136,2025-01-26,36,M,,Auxiliar
33137,Trabajador_33137,2021-01-02,58,F,2024-08-18,Consultor
33138,Trabajador_33138,2024-06-02,63,F,,Auxiliar
33139,Trabajador_33139,2023-03-26,31,F,,Analista
33140,Trabajador_33140,2023-09-17,19,M,2025-08-02,Consultor
33141,Trabajador_33141,2024-02-21,54,F,,Coordinador
33142,Trabajador_33142,2024-12-22,49,F,,Consultor
33143,Trabajador_33143,2023-09-22,61,M,2024-02-15,Auxiliar
33144,Trabajador_33144,2024-05-02,53,M,,Ingeniero
33145,Trabajador_33145,2024-09-10,45,F,,Coordinador
33146,Trabajador_33146,2023-02-16,37,F,2025-02-19,Ingeniero
